CHL,SST,Salinity,Wind_Speed_ERA5,Wind_direction_ERA5,TP,STD:200KM,STD:100KM,STD_SST_12M,STD_SST_6month,salinty_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_month_Status
0.7573,26.675,16979.62963,3.068827213,74.4086365,0,0.9164,0.893,3.528164335,1.318441051,329.2733602,NON_BLOOM,0.0234,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.43165,
0.43165,31.295,18074.51724,1.112507413,103.9395438,0,0.8326,0.5914,3.308375393,2.729449985,488.4687427,NON_BLOOM,0.2412,0.81226,NON_BLOOM
0.81226,30.31,18311,2.454432018,97.49736172,0.00003,0.5484,0.5293,3.349842321,1.793322491,478.9777152,NON_BLOOM,0.0191,4.38368,NON_BLOOM
4.38368,27.53,18538.75,0.883965054,-128.1363582,0.00086,0.8152,0.7249,3.347411936,1.503233783,375.0445317,NON_BLOOM,0.0903,4.43646,NON_BLOOM
4.43646,25.145,18209.86667,0.873648446,93.30448675,0.00004,0.419,0.3586,3.357757472,2.52205838,260.4717029,NON_BLOOM,0.0604,5.42071,NON_BLOOM
5.42071,23.035,18149.56667,0.569397274,-8.405578868,0.00154,0.757,0.8207,3.371308372,3.28004245,147.2649147,NON_BLOOM,-0.0637,2.33974,NON_BLOOM
2.33974,21.67,17365.11111,1.964040903,12.13197524,0.00021,0.7064,0.6297,3.520731951,3.552936286,363.2868597,NON_BLOOM,0.0767,5.96072,NON_BLOOM
5.96072,22.87,17053.23333,2.675978573,2.471008941,0.00119,0.6482,0.4373,3.61160831,3.001465846,536.9225887,NON_BLOOM,0.2109,6.25163,NON_BLOOM
6.25163,25.355,16740.85714,2.51949457,41.50562405,0.00004,0.8658,0.8398,3.58752785,1.950027243,659.8735528,NON_BLOOM,0.026,0.52564,NON_BLOOM
0.52564,28.82,16911.96667,2.827548715,78.57551468,0,0.8546,0.7585,3.603984388,2.331653115,579.034876,NON_BLOOM,0.0961,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.68694,
0.68694,32.11,18152.03448,0.467763798,91.55541539,0,0.8977,0.669,3.7626985,2.486509714,608.5733807,NON_BLOOM,0.2287,0.99623,NON_BLOOM
0.99623,30.25,18227.96667,0.484823898,23.91351198,0,0.6765,0.4928,3.759205368,1.256197138,536.1442205,NON_BLOOM,0.1837,2.06793,NON_BLOOM
2.06793,27.02,18299.2069,1.418909651,41.58779348,0.00005,0.7877,0.7294,3.763202592,1.831810921,394.18157,NON_BLOOM,0.0583,2.22302,NON_BLOOM
2.22302,24.645,17773.8,1.303675474,58.45246246,0.00001,0.5942,0.6947,3.79288799,2.918843473,249.0495443,NON_BLOOM,-0.1005,2.8266,NON_BLOOM
2.8266,23.545,17789.2069,3.671108686,30.47304838,0.00032,0.6904,0.7054,3.744428825,3.39604028,236.7839945,NON_BLOOM,-0.015,5.61673,NON_BLOOM
5.61673,23.19,17507.85185,2.765183937,30.09260528,0.0001,0.5304,0.4717,3.562703795,3.376829957,286.3584359,NON_BLOOM,0.0587,1.7931,NON_BLOOM
1.7931,23.81,17410.03571,1.847257904,10.66565403,0.00019,0.6654,0.5169,3.463837788,2.502317259,332.5089535,NON_BLOOM,0.1485,1.04376,NON_BLOOM
1.04376,25.045,16898.10345,3.291125392,71.78781105,0,0.916,0.7938,3.483177728,1.275528485,426.4413055,NON_BLOOM,0.1222,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.63144,
0.63144,32.66,18135.46667,0.558070363,161.0308872,0,0.449,0.4278,3.505885726,3.37820794,431.1385134,NON_BLOOM,0.0212,0.65272,NON_BLOOM
0.65272,31.81,18439.42857,1.05397397,169.0509805,0,0.5474,0.3595,3.47552534,2.707819951,564.7400633,NON_BLOOM,0.1879,1.07605,NON_BLOOM
1.07605,30.735,18349.86667,0.727479232,16.2759336,0,0.5329,0.3345,3.507519972,1.555101819,510.8616045,NON_BLOOM,0.1984,1.13668,NON_BLOOM
1.13668,28.435,18318.03448,1.170244988,-19.68279026,0.00042,0.5125,0.3837,3.504822471,1.452674736,400.5319832,NON_BLOOM,0.1288,1.89048,NON_BLOOM
1.89048,25.48,18045.9,1.699657303,7.570536802,0.00031,0.6425,0.6474,3.447998287,2.545287721,191.3395528,NON_BLOOM,-0.0049,2.89911,NON_BLOOM
2.89911,23.58,17828.83333,3.801477664,42.1638315,0.00069,0.7508,0.793,3.444295304,3.319294185,207.4691525,NON_BLOOM,-0.0422,3.70167,NON_BLOOM
3.70167,23.055,17406.60714,3.882763727,38.18932965,0.00014,0.8654,0.6611,3.459973783,3.379239005,359.3959252,NON_BLOOM,0.2043,2.40153,NON_BLOOM
2.40153,23.725,17241.9,2.201631499,56.47669134,0.00075,0.4787,0.3441,3.468473387,2.833182839,422.8368813,NON_BLOOM,0.1346,1.81273,NON_BLOOM
1.81273,24.545,16915,3.231652267,75.69233023,0.00003,0.6837,0.6058,3.505575222,1.799519998,482.624098,NON_BLOOM,0.0779,0.64441,NON_BLOOM
0.64441,27.3,16939.53333,3.004428699,85.93956464,0,0.991,1.0187,3.508381309,1.4294096,422.9452918,NON_BLOOM,-0.0277,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.43096,
0.43096,32.725,18070.86667,0.832192787,-152.5437751,0,0.4558,0.4834,3.474844721,3.466384704,434.2239765,NON_BLOOM,-0.0276,0.72544,NON_BLOOM
0.72544,31.935,18180.88889,1.1522794,16.69000875,0,1.1264,0.7857,3.487075816,2.940265601,500.5119438,NON_BLOOM,0.3407,1.21995,NON_BLOOM
1.21995,31.45,18490.64286,2.113528578,58.98909144,0,0.5784,0.4482,3.54254793,1.815671746,489.8189319,NON_BLOOM,0.1302,1.69851,NON_BLOOM
1.69851,27.48,18699.72414,0.507738892,-41.71013608,0.00001,0.7794,0.6357,3.539237476,1.756520392,365.4095685,NON_BLOOM,0.1437,3.54921,NON_BLOOM
3.54921,24.815,18130.27586,3.003918714,49.6297624,0.00001,0.7007,0.7612,3.579642091,2.901676838,294.4219126,NON_BLOOM,-0.0605,14.60593,BLOOM
14.60593,23.165,17978.03448,2.903148965,39.03454424,0.00038,0.5223,0.5442,3.621187339,3.682844236,253.2788584,BLOOM,-0.0219,3.16884,NON_BLOOM
3.16884,22.65,17430.79245,1.634722228,50.28904234,0.00111,0.8031,0.6926,3.665752727,3.713681256,401.3292705,NON_BLOOM,0.1105,7.14582,NON_BLOOM
7.14582,23.185,17014.34483,0.857527066,64.77599229,0.00163,0.7896,0.5713,3.716580156,3.128237989,582.0042133,NON_BLOOM,0.2183,1.10154,NON_BLOOM
1.10154,25.945,16902.73585,2.023888661,82.45217546,0,0.9255,0.8222,3.639981876,1.731665865,637.6768598,NON_BLOOM,0.1033,0.53614,NON_BLOOM
0.53614,29.495,17043.20755,2.684736684,87.50289131,0,0.819,0.8358,3.669396593,2.353144026,481.3229765,NON_BLOOM,-0.0168,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.63014,
0.63014,32.52,17918.05882,0.984155085,-143.2633672,0,0.8103,0.6744,3.829529907,3.57571642,381.0641871,NON_BLOOM,0.1359,0.80532,NON_BLOOM
0.80532,31.915,18048,1.049392642,-4.980430945,0,0.557,0.4215,3.82785977,2.384396762,422.3679351,NON_BLOOM,0.1355,1.73498,NON_BLOOM
1.73498,30.87,18292.78049,1.432353544,52.62178035,0,0.683,0.4414,3.788557242,1.104233017,400.3607139,NON_BLOOM,0.2416,2.19058,NON_BLOOM
2.19058,27.96,18457.10714,2.091222675,25.6483906,0.00001,0.8238,0.6011,3.784974589,1.609996765,321.8273468,NON_BLOOM,0.2227,2.17238,NON_BLOOM
2.17238,24.825,18466.1,2.935294134,-14.4018385,0.00077,0.8027,0.9082,3.784256862,2.869327375,289.4687445,NON_BLOOM,-0.1055,2.78069,NON_BLOOM
2.78069,22.835,17874.56667,4.395435458,49.2727041,0.00006,0.6066,0.7085,3.820895674,3.636116002,241.728691,NON_BLOOM,-0.1019,2.60049,NON_BLOOM
2.60049,22.44,16814.77778,2.767768996,29.20117677,0.00024,0.6381,0.568,3.84599792,3.71269977,567.7943904,NON_BLOOM,0.0701,2.09943,NON_BLOOM
2.09943,23.625,16865.59259,2.370068544,71.4460654,0,0.8375,0.5957,3.80142371,3.035692421,703.2674857,NON_BLOOM,0.2418,1.19349,NON_BLOOM
1.19349,26.02,16839.82143,2.588368781,79.94273873,0.00001,0.8467,0.8649,3.797982172,1.91860355,739.4469921,NON_BLOOM,-0.0182,0.59747,NON_BLOOM
0.59747,28.35,17091.7931,2.751794528,77.9723233,0,0.5712,0.62,3.775498587,2.033885342,627.8663796,NON_BLOOM,-0.0488,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.03083,
1.03083,30.585,17839.44053,1.233969359,33.03376278,0.00004,0.744,0.4349,3.476562673,1.334178899,442.4935406,NON_BLOOM,0.3091,6.72196,NON_BLOOM
6.72196,27.26,17807.20192,2.334548871,6.915940524,0.00082,0.7334,0.6473,3.47718484,1.676781805,324.0503359,NON_BLOOM,0.0861,5.16874,NON_BLOOM
5.16874,25.395,17632.1375,2.782859851,29.63007871,0.00005,0.5808,0.6547,3.442427352,2.568704954,238.1458199,NON_BLOOM,-0.0739,8.32965,NON_BLOOM
8.32965,23.935,17028.86192,2.569967878,71.37575755,0.00002,0.5444,0.6148,3.325230856,3.152136841,416.3438071,NON_BLOOM,-0.0704,1.385,NON_BLOOM
1.385,23.125,17060.41204,1.281543922,58.89634273,0.00088,0.6488,0.647,3.238204771,3.0626619,391.7334681,NON_BLOOM,0.0018,4.51507,NON_BLOOM
4.51507,22.51,17024.15417,1.621874479,68.40850329,0.00051,0.664,0.5129,3.370374686,2.768567118,366.7702801,NON_BLOOM,0.1511,3.34613,NON_BLOOM
3.34613,23.805,16854.55172,1.940918659,82.58197687,0.00112,1.1603,1.0636,3.515999344,1.57664112,352.9170714,NON_BLOOM,0.0967,0.99413,NON_BLOOM
0.99413,27.51,17120.82427,1.999805114,79.20154761,0,1.1012,0.9703,3.507461293,1.654675195,242.8275916,NON_BLOOM,0.1309,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.40328,
0.40328,32.39,17736.80833,0.183728383,-108.9045123,0,0.9571,0.757,3.720348023,4.137957091,358.3506763,NON_BLOOM,0.2001,0.90162,NON_BLOOM
0.90162,32.74,17828.07328,0.821328446,36.6402935,0,0.8279,0.6689,3.874427287,3.387668405,376.3757885,NON_BLOOM,0.159,1.17192,NON_BLOOM
1.17192,31.075,17731.80417,0.61232981,8.714383383,0,0.6306,0.2991,3.90600837,1.865828681,276.1713097,NON_BLOOM,0.3315,0.9948,NON_BLOOM
0.9948,28.235,17495.61638,1.778027685,-48.60345234,0.00091,0.593,0.4424,3.903203523,1.62096529,192.8183241,NON_BLOOM,0.1506,0.91891,NON_BLOOM
0.91891,25.665,17561.35417,2.027009438,-12.45872469,0.00215,0.8352,1.0087,3.889320023,2.712782499,125.7166252,NON_BLOOM,-0.1735,1.28199,NON_BLOOM
1.28199,23.905,17516.79583,1.708298857,65.05857722,0.00218,1.0385,1.1034,3.891905841,3.3529038,125.9814296,NON_BLOOM,-0.0649,0.96306,NON_BLOOM
0.96306,22.975,17237.65179,1.378453859,69.74222375,0.00001,0.8418,0.7843,3.907569288,3.594393493,187.6524906,NON_BLOOM,0.0575,2.33614,NON_BLOOM
2.33614,24.005,16878.25417,0.833511095,62.59644999,0.00058,0.5198,0.3052,3.753563862,2.839585748,276.1073809,NON_BLOOM,0.2146,1.61885,NON_BLOOM
1.61885,25.815,16858.46983,0.86403002,87.91241371,0.00049,1.018,0.7527,3.601959247,1.722466739,294.3087609,NON_BLOOM,0.2653,0.53732,NON_BLOOM
0.53732,28.925,17062.50417,2.26424223,110.6836734,0,0.8431,0.9067,3.599864846,1.937541397,279.9461605,NON_BLOOM,-0.0636,0.64872,NON_BLOOM
0.64872,32.195,17547.15948,0.954540459,86.08505666,0,0.5192,0.5448,3.67161768,3.264339732,276.8050959,NON_BLOOM,-0.0256,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.58483,
0.58483,32.46,17937.72845,1.087265138,9.122847692,0,0.5468,0.3993,3.798703909,2.80658452,358.5785121,NON_BLOOM,0.1475,1.16015,NON_BLOOM
1.16015,30.015,17890.15612,2.89938131,-6.163359642,0,0.6754,0.6076,3.750240548,1.72740171,290.4601204,NON_BLOOM,0.0678,1.05998,NON_BLOOM
1.05998,27.99,17984.90517,2.350162245,-5.183443689,0.00006,0.7483,0.5722,3.7519131,1.997226028,201.75179,NON_BLOOM,0.1761,1.07888,NON_BLOOM
1.07888,25.91,17682.89583,1.556164135,-10.19093614,0.00008,0.56,0.6508,3.737561594,2.870086623,185.5283893,NON_BLOOM,-0.0908,1.39287,NON_BLOOM
1.39287,23.205,17534.5,1.591444543,13.5947504,0,0.8779,1.0837,3.812441985,3.655521794,169.8027304,NON_BLOOM,-0.2058,3.0169,NON_BLOOM
3.0169,23.56,17121.88889,2.448491178,54.97543085,0.00001,0.5525,0.4712,3.746288974,3.343876244,298.7076529,NON_BLOOM,0.0813,2.96848,NON_BLOOM
2.96848,24.24,16904.9625,2.734870269,81.13330796,0,0.5556,0.4714,3.723702794,2.475117842,390.8668096,NON_BLOOM,0.0842,0.9529,NON_BLOOM
0.9529,26.445,16913.4181,2.54047447,68.63387638,0,0.9181,0.7214,3.690617326,1.704195803,405.8651727,NON_BLOOM,0.1967,0.28921,NON_BLOOM
0.28921,29.435,16961.46667,1.506301575,91.33292531,0.00004,0.5849,0.6199,3.698281696,2.127462136,309.8829089,NON_BLOOM,-0.035,0.26813,NON_BLOOM
0.26813,31.125,17413.33621,1.66196444,109.4349893,0,0.5234,0.6122,3.621055804,3.012550138,248.029503,NON_BLOOM,-0.0888,0.6605,NON_BLOOM
0.6605,32.265,17315.0375,0.886857337,70.70928677,0.00001,0.5768,0.5729,3.5312941,3.320144324,198.6591061,NON_BLOOM,0.0039,0.59606,NON_BLOOM
0.59606,33.1,17366.22083,0.295687069,-78.81861035,0,0.8054,0.5661,3.445219816,3.168210589,221.6547995,NON_BLOOM,0.2393,0.6638,NON_BLOOM
0.6638,32.185,17747.35345,1.617967227,57.0283725,0,0.698,0.605,3.418365508,2.246453532,282.9838367,NON_BLOOM,0.093,1.11124,NON_BLOOM
1.11124,31.18,18460.5375,1.973981643,-0.452770129,0.00001,0.8077,0.4508,3.481941708,1.162445937,469.3685445,NON_BLOOM,0.3569,3.80015,NON_BLOOM
3.80015,28.125,18344.59914,2.55706765,-17.19888309,0.00009,0.76,0.5869,3.480859842,1.585070976,466.3036144,NON_BLOOM,0.1731,1.34281,NON_BLOOM
1.34281,26.3,17600.4375,3.325517868,21.20608834,0.00003,0.6197,0.7469,3.459232489,2.464868855,446.96254,NON_BLOOM,-0.1272,2.0934,NON_BLOOM
2.0934,23.97,17481.90833,2.06791872,65.33576174,0.00102,0.7655,0.902,3.368197362,3.289880528,419.9413117,NON_BLOOM,-0.1365,5.41814,NON_BLOOM
5.41814,23.385,17154.75926,2.71730505,72.80318902,0.00004,0.5944,0.5746,3.38983865,3.334488237,464.2188312,NON_BLOOM,0.0198,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.906,
0.906,27.665,17285.88333,2.743242551,84.61668197,0,0.9099,0.8735,3.336031512,1.701984136,255.3881991,NON_BLOOM,0.0364,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.39206,
0.39206,31.78,17217.05833,1.736591249,-151.1176667,0,0.9319,0.7323,3.150801375,2.769564371,152.265105,NON_BLOOM,0.1996,0.75176,NON_BLOOM
0.75176,31.36,17521.4569,1.58355466,12.49377666,0,0.6229,0.5135,3.072304007,1.914940708,174.048713,NON_BLOOM,0.1094,0.71075,NON_BLOOM
0.71075,30.655,17904.05833,1.768324197,32.55610329,0,0.567,0.3121,3.03283375,1.496224879,246.3037548,NON_BLOOM,0.2549,1.24207,NON_BLOOM
1.24207,28.83,17759.36638,2.747984342,24.04175535,0.00001,0.6204,0.4764,3.038764454,1.120589193,270.7837397,NON_BLOOM,0.144,1.02649,NON_BLOOM
1.02649,27.07,17503.575,2.791164939,-7.14289159,0.00075,0.7065,0.8291,3.005909775,1.823418074,246.3352073,NON_BLOOM,-0.1226,1.43417,NON_BLOOM
1.43417,23.885,17802.51667,2.748693334,-51.16938889,0.00208,1.1412,1.4298,3.016104344,2.766605923,230.5891349,NON_BLOOM,-0.2886,5.37145,NON_BLOOM
5.37145,23.1,17183.79167,1.800743152,77.00722999,0.00004,0.8155,0.8572,3.055246938,3.142026505,240.3562137,NON_BLOOM,-0.0417,2.65935,NON_BLOOM
2.65935,24.625,16786.5625,2.015115384,76.41470711,0.00008,0.5838,0.421,3.026930055,2.732991976,393.7938027,NON_BLOOM,0.1628,0.74437,NON_BLOOM
0.74437,25.225,16982.30603,3.12339972,85.31706515,0,0.9876,0.7747,3.137298549,1.947287465,381.904414,NON_BLOOM,0.2129,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.37086,
1.37086,25.69,18277.03333,1.197293846,52.11144837,0.0013,0.5967,0.6177,3.108232237,2.188488189,253.818119,NON_BLOOM,-0.021,1.81303,NON_BLOOM
1.81303,23.11,18065.8,1.230860782,94.55014232,0.00125,0.9564,0.9664,3.148734176,3.036508412,273.0399379,NON_BLOOM,-0.01,2.80336,NON_BLOOM
2.80336,22.19,17839.59259,1.108919589,95.4685454,0.00116,0.8477,0.7872,3.237679853,3.210436648,320.2440708,NON_BLOOM,0.0605,2.58121,NON_BLOOM
2.58121,23.21,17194.53333,2.80998363,83.59376722,0.00038,0.651,0.4516,3.359761974,2.936869081,484.5044287,NON_BLOOM,0.1994,2.77129,NON_BLOOM
2.77129,25.56,17198.55172,3.020595072,35.22887125,0.00001,0.7931,0.6542,3.356557843,2.079378246,463.3426689,NON_BLOOM,0.1389,1.21354,NON_BLOOM
1.21354,27.825,17283.06667,2.102437329,28.78436721,0,0.7944,0.7105,3.357590902,1.935225547,437.3433672,NON_BLOOM,0.0839,1.06658,NON_BLOOM
1.06658,30.745,17834.96552,1.758692392,28.95470492,0,0.76,0.638,3.401531109,3.022414873,353.5492135,NON_BLOOM,0.122,0.79604,NON_BLOOM
0.79604,32.375,19029.63333,1.116862804,32.85421221,0,0.5454,0.5511,3.457957284,3.723093938,643.0378816,NON_BLOOM,-0.0057,0.55613,NON_BLOOM
0.55613,32.64,18499.46667,1.51894538,29.52414685,0,0.4577,0.4489,3.523505199,3.511233659,705.7392031,NON_BLOOM,0.0088,0.75902,NON_BLOOM
0.75902,32.02,18550.86207,1.385676989,33.96712977,0,0.6375,0.4325,3.659875031,2.628804254,679.509845,NON_BLOOM,0.205,1.47176,NON_BLOOM
1.47176,30.5,19085.3,1.381815161,54.32248485,0,0.5965,0.4026,3.678605634,1.633729756,640.7367121,NON_BLOOM,0.1939,5.08532,NON_BLOOM
5.08532,28.365,18821.41379,1.097110592,61.92768772,0.00001,0.6638,0.5914,3.678999241,1.461137542,420.0668047,NON_BLOOM,0.0724,4.54364,NON_BLOOM
4.54364,25.985,18506.4,0.700246644,71.92244182,0.00015,0.5743,0.5733,3.665427703,2.420119516,244.089006,NON_BLOOM,0.001,5.33118,NON_BLOOM
5.33118,23.67,18191.03333,1.69544022,96.81126263,0.00001,0.9392,1.177,3.607545983,3.225168816,280.6485751,NON_BLOOM,-0.2378,12.45384,BLOOM
12.45384,23.21,17476.18519,1.529674665,87.43542546,0.0004,0.7181,0.4931,3.481253441,3.298647029,511.451921,BLOOM,0.225,4.05304,NON_BLOOM
4.05304,23.255,17155.2,2.448439131,63.96277484,0.00019,0.566,0.3641,3.476102643,2.781479547,692.7213311,NON_BLOOM,0.2019,1.55504,NON_BLOOM
1.55504,25.51,16987.41379,3.467440608,53.38229695,0.00001,0.8331,0.7543,3.479068561,1.851646602,690.0619256,NON_BLOOM,0.0788,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.62944,
0.62944,32.805,18768.43333,1.315072797,49.8844607,0,0.4567,0.5681,3.581240741,3.799898482,679.9789842,NON_BLOOM,-0.1114,0.59893,NON_BLOOM
0.59893,32.56,18320.4,1.484576001,-23.90110901,0,0.6978,0.5644,3.573084836,3.595503461,699.0924564,NON_BLOOM,0.1334,1.16977,NON_BLOOM
1.16977,32.105,18468.55172,0.775851801,52.51754716,0,0.6432,0.4514,3.580686329,2.533372944,642.8007047,NON_BLOOM,0.1918,1.69518,NON_BLOOM
1.69518,31.095,18915.26667,1.242191168,58.6797433,0,0.5264,0.4638,3.615759175,1.108764327,467.2934267,NON_BLOOM,0.0626,2.69243,NON_BLOOM
2.69243,28.23,18811,2.917273617,72.39043799,0.00007,0.7595,0.5601,3.615678148,1.525250662,208.3362298,NON_BLOOM,0.1994,1.73489,NON_BLOOM
1.73489,24.2,18573.2,1.149601303,22.26322958,0.00225,0.9696,0.9972,3.74099834,3.072989067,207.1478699,NON_BLOOM,-0.0276,1.3418,NON_BLOOM
1.3418,22.26,17865.03333,1.131866335,135.0448064,0.00034,0.9942,0.925,3.89769187,3.951027996,344.1395896,NON_BLOOM,0.0692,5.3539,NON_BLOOM
5.3539,22.135,17441.55556,2.632769772,100.3659749,0.00026,0.6434,0.5131,4.017264305,4.034614208,525.4009052,NON_BLOOM,0.1303,7.77649,NON_BLOOM
7.77649,22.355,17405.8,2.650803052,58.52931509,0.00006,0.6147,0.4206,4.110783076,3.438051067,624.0326121,NON_BLOOM,0.1941,1.55866,NON_BLOOM
1.55866,25.565,17198.55172,2.378592017,36.35249527,0.00001,0.89,0.6751,4.108218115,2.217411059,609.5003361,NON_BLOOM,0.2149,0.80236,NON_BLOOM
0.80236,29.21,17271,2.734260469,36.64559044,0,0.9165,0.7303,4.099051211,2.528149438,473.5626451,NON_BLOOM,0.1862,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.7197,
0.7197,33.03,18285.13333,1.420747205,-9.53894835,0,0.8795,0.631,4.09162169,3.833026165,447.7018011,NON_BLOOM,0.2485,0.81378,NON_BLOOM
0.81378,32.1,18145.75862,0.180568294,-11.21454671,0,0.5202,0.3614,4.091182656,2.565293464,454.5116881,NON_BLOOM,0.1588,1.51553,NON_BLOOM
1.51553,30.395,18297.76667,0.255910164,-33.46103778,0,0.6342,0.447,4.048427914,1.347765641,386.562786,NON_BLOOM,0.1872,1.80629,NON_BLOOM
1.80629,27.58,18863.75862,2.84797443,90.92262969,0,0.6475,0.4454,4.04576225,1.828576404,342.0510585,NON_BLOOM,0.2021,1.86356,NON_BLOOM
1.86356,25.425,18429.5,1.892096949,39.29532741,0.00002,0.5254,0.5355,3.971470568,2.803381019,229.7070433,NON_BLOOM,-0.0101,0.89806,NON_BLOOM
0.89806,22.855,18310.3,0.596626447,70.06942658,0.0031,0.9288,0.9969,3.905398752,3.633530671,227.854973,NON_BLOOM,-0.0681,6.85715,NON_BLOOM
6.85715,21.685,17982.5,1.800740982,131.4313313,0.00004,1.0617,0.9797,3.961661824,3.767028744,274.018542,NON_BLOOM,0.082,3.50392,NON_BLOOM
3.50392,22.955,17049,2.58259659,78.56135169,0,0.6064,0.4514,3.895955947,3.043622317,559.0438807,NON_BLOOM,0.155,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.58293,
0.58293,31.01,18181.34483,1.212166602,69.07767727,0,0.4143,0.4298,3.677360636,2.496057586,621.9208533,NON_BLOOM,-0.0155,3.01214,NON_BLOOM
3.01214,30.17,19052.26667,1.9194844,52.58906353,0,0.5635,0.4949,3.663366578,1.277496738,557.1875403,NON_BLOOM,0.0686,3.45405,NON_BLOOM
3.45405,27.74,18617.51724,1.084198575,-21.22100476,0.00009,0.8756,0.8934,3.663801793,1.561293312,393.8524679,NON_BLOOM,-0.0178,9.44963,NON_BLOOM
9.44963,24.41,17803.1,2.581662594,105.4849163,0.00045,0.6701,0.7532,3.723053462,2.815591141,403.7931668,NON_BLOOM,-0.0831,9.32032,NON_BLOOM
9.32032,22.845,17952.83333,2.472874265,70.39916518,0.00181,0.8779,0.8062,3.724085645,3.456076472,426.8033411,NON_BLOOM,0.0717,3.89025,NON_BLOOM
3.89025,22.515,17240.33333,1.895711432,58.45423756,0.00002,0.8457,0.6253,3.622476037,3.389639443,580.2135453,NON_BLOOM,0.2204,4.15481,NON_BLOOM
4.15481,24.09,17239.5,2.438855297,56.76135337,0.00131,0.6517,0.4144,3.514988418,2.760126809,668.7742392,NON_BLOOM,0.2373,1.23428,NON_BLOOM
1.23428,25.115,16968.96552,2.499494591,36.37414134,0.00012,0.844,0.6049,3.515285669,1.718416786,555.3339415,NON_BLOOM,0.2391,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.57033,
0.57033,31.94,18125.72414,1.719536292,36.83389187,0,0.4975,0.4132,3.679274418,2.633434729,508.7374705,NON_BLOOM,0.0843,1.04192,NON_BLOOM
1.04192,30.08,19191.03333,1.888655487,60.86233658,0,0.4103,0.4052,3.674518369,1.333778051,510.7251102,NON_BLOOM,0.0051,4.54617,NON_BLOOM
4.54617,27.585,18977.89655,1.555105121,56.94721635,0.0001,0.5898,0.4905,3.674942365,1.731616939,433.7614837,NON_BLOOM,0.0993,1.13327,NON_BLOOM
1.13327,24.865,18313,0.981317002,65.82824629,0.00059,0.6277,0.6027,3.642212273,2.83875266,386.2218972,NON_BLOOM,0.025,3.14157,NON_BLOOM
3.14157,23.585,17991.16667,2.439073275,96.4753874,0.00018,0.6191,0.645,3.562951799,3.278538059,436.6339438,NON_BLOOM,-0.0259,7.73071,NON_BLOOM
7.73071,23.185,17562.85185,1.136583569,33.66446514,0.00056,0.5906,0.4768,3.482849922,3.289139536,562.8779413,NON_BLOOM,0.1138,1.49685,NON_BLOOM
1.49685,24.16,17294.1,3.710656329,46.54280753,0.00073,0.817,0.7144,3.476462797,2.466902016,691.3084553,NON_BLOOM,0.1026,0.67095,NON_BLOOM
0.67095,25.88,17164.89655,4.979652988,45.04780985,0.00002,0.8769,0.6643,3.430827362,1.493632782,627.2111914,NON_BLOOM,0.2126,0.75548,NON_BLOOM
0.75548,28.26,17392.43333,3.940860959,44.2942603,0.00001,0.8562,0.7606,3.421293285,1.703993879,405.4618253,NON_BLOOM,0.0956,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.75059,
0.75059,31.73,17992.7931,0.335479056,-51.06530002,0,0.7402,0.5468,3.33925786,2.380404377,475.9295696,NON_BLOOM,0.1934,0.72126,NON_BLOOM
0.72126,30.77,18441.16667,2.068988352,56.41529297,0,0.7071,0.5249,3.382421983,1.412356187,428.3029734,NON_BLOOM,0.1822,2.52932,NON_BLOOM
2.52932,28.405,18517.55172,1.105812063,-160.5609951,0,0.8401,0.6912,3.383028003,1.366002125,356.9570349,NON_BLOOM,0.1489,1.67863,NON_BLOOM
1.67863,25.715,18462.93333,0.86872041,156.2946678,0.00009,0.7467,0.8236,3.325065789,2.420354083,348.1862255,NON_BLOOM,-0.0769,1.38949,NON_BLOOM
1.38949,23.815,17928.06667,1.057963851,78.97281426,0.00041,0.7531,0.8801,3.299723999,3.192643454,327.036572,NON_BLOOM,-0.127,6.36464,NON_BLOOM
