Chl_a(mg/L),SST(øC),salinity(ppt),Wind_Speed_Era5(m/s),Wind_direction_ERA5(degree of north),TP(mm),STD:200KM,STD:100KM,STD_SST_12months,STD_SST_6months(øC),salinty_STD_6months,Status_TR10,delta(200-100),Next_Month_CHL,Next_month_Status
2.49533,23.48,16845.2069,1.593209956,41.84037239,0.00225,0.7472,0.5155,3.545914389,2.851875723,329.7629994,NON_BLOOM,0.2317,1.25036,NON_BLOOM
1.25036,25.93,16745.4717,2.094322527,26.36682095,0,1.0171,0.8525,3.493653969,1.727188025,344.7498374,NON_BLOOM,0.1646,0.53586,NON_BLOOM
0.53586,29.46,16808.09434,3.713547783,50.05211204,0,0.8639,0.8722,3.532731154,2.359904071,316.0762222,NON_BLOOM,-0.0083,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.00132,
1.00132,32.47,17568.01961,1.993226315,96.77780953,0,0.6552,0.6299,3.702855036,3.472226711,281.526054,NON_BLOOM,0.0253,0.53071,NON_BLOOM
0.53071,32.395,17543.36538,1.527270698,82.34805946,0,0.4297,0.3925,3.807716854,2.429767507,328.586412,NON_BLOOM,0.0372,0.88686,NON_BLOOM
0.88686,30.47,17521.02439,1.395913192,52.84225122,0,0.5807,0.3636,3.803341641,1.212833288,303.868794,NON_BLOOM,0.2171,2.01279,NON_BLOOM
2.01279,27.22,17592.82143,1.00252149,-69.85681446,0.0001,0.5955,0.4293,3.805870716,1.922668321,245.1286422,NON_BLOOM,0.1662,4.10177,NON_BLOOM
4.10177,24.165,17473.16667,0.698441119,-179.8855852,0.00043,0.7818,0.727,3.855732452,3.214126372,146.238508,NON_BLOOM,0.0548,3.7394,NON_BLOOM
3.7394,22.875,17353.5,2.419837509,15.34219793,0.00008,0.6314,0.5709,3.859004869,3.798137062,78.84420569,NON_BLOOM,0.0605,2.39766,NON_BLOOM
2.39766,22.46,16529.74074,2.024525823,46.45094139,0.00027,0.648,0.4916,3.86838205,3.78346705,367.9596142,NON_BLOOM,0.1564,1.93968,NON_BLOOM
1.93968,23.96,16575.22222,2.701529739,40.56811382,0.00002,0.8492,0.585,3.824379647,2.809950573,445.5638223,NON_BLOOM,0.2642,2.03276,NON_BLOOM
2.03276,26.155,16663.07143,2.723614814,40.90448738,0.00001,0.8796,0.6814,3.814865659,1.699947916,448.9851898,NON_BLOOM,0.1982,0.55379,NON_BLOOM
0.55379,28.3,16803,2.816456463,36.67157176,0.00002,0.5778,0.5479,3.79101423,2.010204695,374.6772097,NON_BLOOM,0.0299,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.71499,
0.71499,30.995,17448.6696,0.656307014,-2.678297991,0.00012,0.5517,0.3337,3.38891053,1.162930028,310.6919285,NON_BLOOM,0.218,2.77411,NON_BLOOM
2.77411,26.89,17223.02885,1.627700656,78.20808419,0.00131,0.5805,0.4324,3.392671637,1.644994301,218.2951945,NON_BLOOM,0.1481,3.09735,NON_BLOOM
3.09735,25.345,16727.92917,1.191029969,49.13467407,0.00006,0.59,0.4419,3.310546489,2.49319574,321.2848666,NON_BLOOM,0.1481,5.2262,NON_BLOOM
5.2262,23.82,16658.99582,1.473374142,18.06188392,0.00007,0.5646,0.5041,3.206746442,3.147916529,404.2380693,NON_BLOOM,0.0605,1.08934,NON_BLOOM
1.08934,23.1,16725.10185,0.977796746,64.10185101,0.00407,0.6299,0.641,3.123698034,3.136134829,337.2313089,NON_BLOOM,-0.0111,0.87923,NON_BLOOM
0.87923,22.66,16725.77917,2.380880682,35.84024059,0.00143,0.5708,0.5289,3.27178752,2.851699298,303.3208096,NON_BLOOM,0.0419,2.15776,NON_BLOOM
2.15776,25.065,16723.86207,2.841580042,48.50508751,0.00209,1.2192,1.1299,3.326075719,1.446314281,191.8793927,NON_BLOOM,0.0893,1.30765,NON_BLOOM
1.30765,27.755,16894.66527,4.932278821,68.43474533,0.00001,1.1064,1.1235,3.319050337,1.700184835,72.19058796,NON_BLOOM,-0.0171,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.33239,
0.33239,31.825,17043.62083,2.660111802,93.88801157,0,0.8243,0.6201,3.494284321,3.637539232,120.6209025,NON_BLOOM,0.2042,0.89872,NON_BLOOM
0.89872,31.815,17268.76724,0.775957713,-102.6000432,0,0.7393,0.5924,3.573927262,2.663938839,164.1921065,NON_BLOOM,0.1469,0.71413,NON_BLOOM
0.71413,31.25,17378.65,0.501424404,-75.05751976,0.00003,0.507,0.3439,3.593922435,1.487614608,178.662895,NON_BLOOM,0.1631,0.74567,NON_BLOOM
0.74567,28.18,16830.7931,1.243838889,-169.3755043,0.00133,0.3722,0.3881,3.585549896,1.331342524,191.0464782,NON_BLOOM,-0.0159,0.68126,NON_BLOOM
0.68126,25.795,16987.9875,1.449278106,126.8834251,0.00618,0.8802,0.7866,3.561233888,2.344609805,189.8084659,NON_BLOOM,0.0936,1.04125,NON_BLOOM
1.04125,24.175,17051.48333,1.376438637,82.95743576,0.00757,1.0275,0.9293,3.528493811,3.028718101,180.9374873,NON_BLOOM,0.0982,1.17674,NON_BLOOM
1.17674,23.03,16891.57143,1.489645048,47.19931574,0.00068,0.7698,0.6384,3.536531645,3.341473498,196.1630271,NON_BLOOM,0.1314,2.4737,NON_BLOOM
2.4737,23.675,16730.64583,1.464176781,57.02412622,0.00193,0.3847,0.2619,3.419695304,2.884216748,206.6971178,NON_BLOOM,0.1228,4.48836,NON_BLOOM
4.48836,26.375,16744.53879,3.516109143,69.22026615,0.00046,1.0169,0.9127,3.343875828,1.765410717,118.301575,NON_BLOOM,0.1042,0.66855,NON_BLOOM
0.66855,29.32,16854.25833,5.071704979,64.67564917,0.00001,0.851,0.8981,3.357458193,2.104204125,117.2300443,NON_BLOOM,-0.0471,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.92401,
0.92401,32.715,17171.05172,1.251077463,-60.07261746,0,0.4556,0.3944,3.615856188,2.386232066,141.0392344,NON_BLOOM,0.0612,0.76244,NON_BLOOM
0.76244,30.47,17566.21941,1.472720609,-93.84788982,0,0.598,0.5529,3.572240096,1.336496248,228.8327595,NON_BLOOM,0.0451,0.61315,NON_BLOOM
0.61315,28.07,17254.19828,0.929932335,114.4913158,0.00033,0.5479,0.3954,3.572974562,1.721727976,202.7648065,NON_BLOOM,0.1525,0.89109,NON_BLOOM
0.89109,25.675,16902.15417,1.820512429,123.6517046,0.00049,0.5068,0.4555,3.580430219,2.731174452,210.3182307,NON_BLOOM,0.0513,1.96298,NON_BLOOM
1.96298,23.505,16964.8375,1.30339243,87.00589134,0,0.9379,0.9205,3.650368608,3.521236367,218.3879068,NON_BLOOM,0.0174,3.20989,NON_BLOOM
3.20989,23.465,16922.01389,2.046429878,40.31496512,0.00004,0.5089,0.3869,3.599251345,3.457172094,234.4669091,NON_BLOOM,0.122,2.22089,NON_BLOOM
2.22089,24.065,16751.08333,3.50126837,51.20833818,0,0.525,0.497,3.558172786,2.603624077,271.5424768,NON_BLOOM,0.028,0.93277,NON_BLOOM
0.93277,26.32,16770.7931,3.885112231,58.12156104,0,0.8694,0.7448,3.560825045,1.677633916,165.5688435,NON_BLOOM,0.1246,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.80826,
0.80826,32.02,17330.09052,0.940053266,42.41865018,0.00001,0.5412,0.4588,3.38442901,2.194748783,182.2136499,NON_BLOOM,0.0824,0.86166,NON_BLOOM
0.86166,30.9,17687.825,0.418780964,88.30972854,0.00017,0.8647,0.3544,3.409889315,1.07136984,301.0814047,NON_BLOOM,0.5103,1.22999,NON_BLOOM
1.22999,28.075,17203.91379,0.776283239,138.0459742,0.00023,0.6041,0.3934,3.409862814,1.514349879,274.9460192,NON_BLOOM,0.2107,0.93459,NON_BLOOM
0.93459,25.83,16842.075,1.467084209,64.07905511,0.00156,0.6133,0.5548,3.400214148,2.501905385,284.3911379,NON_BLOOM,0.0585,1.9206,NON_BLOOM
1.9206,23.975,16910.87917,1.685296896,60.57565223,0.0096,0.7921,0.7673,3.347017536,3.234234411,284.8360618,NON_BLOOM,0.0248,8.34969,NON_BLOOM
8.34969,23.41,16880.47222,1.963145661,32.62745354,0.00016,0.5837,0.5165,3.35372334,3.270056914,302.4629862,NON_BLOOM,0.0672,2.14558,NON_BLOOM
2.14558,25.045,16717.6625,3.71002009,55.99475641,0.00001,0.6095,0.5266,3.259302152,2.575884018,324.484386,NON_BLOOM,0.0829,0.93168,NON_BLOOM
0.93168,28.675,16785.18534,6.063282479,68.44591592,0,0.8773,0.8627,3.197334176,1.959912838,153.8677534,NON_BLOOM,0.0146,0.53997,NON_BLOOM
0.53997,27.745,16848.9625,4.4684258,55.22322813,0,0.8901,0.8727,3.195333077,1.899995614,63.5318339,NON_BLOOM,0.0174,0.43666,NON_BLOOM
0.43666,30.125,16944.75431,3.84288905,81.0465798,0,0.6436,0.5586,3.136539666,2.498730372,76.70734583,NON_BLOOM,0.085,0.37427,NON_BLOOM
0.37427,31.17,17015.73333,1.927980341,115.1748576,0.00148,0.9604,0.7483,3.049629987,2.718061503,98.02662728,NON_BLOOM,0.2121,0.18435,NON_BLOOM
0.18435,31.21,16990.8625,1.387707542,114.9063197,0,0.6734,0.6311,2.890774358,2.167223646,108.876352,NON_BLOOM,0.0423,0.23755,NON_BLOOM
0.23755,31.08,17103.28879,0.636226638,-100.3053951,0.00001,0.5461,0.425,2.796915215,1.345094224,105.567575,NON_BLOOM,0.1211,0.34853,NON_BLOOM
0.34853,30.69,17356.3375,2.365570782,-72.32806447,0,0.4835,0.2965,2.779967651,1.217653709,159.4673728,NON_BLOOM,0.187,0.94548,NON_BLOOM
0.94548,28.575,17201.0431,1.418967095,68.15630174,0.00018,0.4802,0.3962,2.783238147,0.928080456,140.8417846,NON_BLOOM,0.084,1.26001,NON_BLOOM
1.26001,26.77,17011.6625,2.030273244,116.3916594,0.00134,0.6839,0.6238,2.730195989,1.678120021,130.1963602,NON_BLOOM,0.0601,0.96533,NON_BLOOM
0.96533,24,17076.44583,2.958513482,140.508945,0.00322,1.2232,1.2387,2.726974406,2.637944934,124.4647517,NON_BLOOM,-0.0155,5.47301,NON_BLOOM
5.47301,23.165,16745.93519,2.012058655,39.00074067,0.00009,0.8037,0.6004,2.76349228,3.045128623,186.101264,NON_BLOOM,0.2033,1.45734,NON_BLOOM
1.45734,24.695,16649.70417,3.278906313,57.49030218,0.00036,0.5548,0.4858,2.798135044,2.657109044,245.0676441,NON_BLOOM,0.069,1.42839,NON_BLOOM
1.42839,25.325,16734.01724,6.202971331,62.80567195,0,0.9689,0.8389,2.89799272,1.798730262,203.3485869,NON_BLOOM,0.13,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.43493,
1.43493,23.22,17011.66667,0.957680775,95.87488067,0.00048,0.5671,0.5787,,,,NON_BLOOM,-0.0116,3.38529,NON_BLOOM
3.38529,22.87,17009.78571,8.137240026,-74.00080969,0,0.4225,0.3568,,,,NON_BLOOM,0.0657,4.81668,NON_BLOOM
4.81668,24.23,16843.43333,2.931100569,32.17722775,0,0.5377,0.481,,,,NON_BLOOM,0.0567,1.84151,NON_BLOOM
1.84151,25.41,16889.93103,4.049261473,20.20209379,0,0.8543,0.7346,,,,NON_BLOOM,0.1197,0.6486,NON_BLOOM
0.6486,27.54,16929.43333,3.53772378,49.13707338,0,0.7658,0.7332,,,,NON_BLOOM,0.0326,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.45796,
0.45796,30.175,17637.96552,4.103459272,100.3348537,0,0.7483,0.4518,,2.140776242,250.9957582,NON_BLOOM,0.2965,0.70885,NON_BLOOM
0.70885,29.955,17852,3.040111273,93.86633768,0,0.5733,0.3466,,1.262018885,325.4208505,NON_BLOOM,0.2267,1.21699,NON_BLOOM
1.21699,28.175,17511.62069,1.826625705,51.58676862,0.00015,0.4293,0.2587,,1.058577728,278.7314361,NON_BLOOM,0.1706,1.61946,NON_BLOOM
1.61946,25.31,17329.83333,1.243880387,105.1147021,0.00269,0.5186,0.4669,3.002137751,2.099722204,229.5742157,NON_BLOOM,0.0517,1.3257,NON_BLOOM
1.3257,22.975,17147.26667,0.543034436,-73.66234237,0.00178,0.9325,0.9043,3.031538617,2.905855678,243.4597776,NON_BLOOM,0.0282,5.77053,NON_BLOOM
5.77053,22.235,17087.62963,1.07640171,-61.12003941,0.00281,0.8225,0.711,3.115093046,3.169519439,269.3056978,NON_BLOOM,0.1115,2.52688,NON_BLOOM
2.52688,23.165,16860.33333,2.230355327,12.76776091,0.00041,0.5753,0.5135,3.217040565,2.866263174,319.3982425,NON_BLOOM,0.0618,3.83085,NON_BLOOM
3.83085,25.215,16821.10345,2.324512096,48.51813072,0,0.7797,0.6387,3.226972991,1.99625013,243.4871842,NON_BLOOM,0.141,1.2518,NON_BLOOM
1.2518,28.14,16880.43333,1.686563411,72.20895316,0,0.8067,0.6916,3.235348465,1.985561773,183.1630164,NON_BLOOM,0.1151,0.25614,NON_BLOOM
0.25614,30.98,17021.06897,2.052539653,82.64797077,0,0.7121,0.6118,3.317482626,3.15053655,122.5334022,NON_BLOOM,0.1003,2.86953,NON_BLOOM
2.86953,32.045,17315.66667,2.15482329,100.6311605,0,0.5545,0.5897,3.375861516,3.723408683,170.070408,NON_BLOOM,-0.0352,0.9448,NON_BLOOM
0.9448,32.555,17604.13333,3.403772742,96.61192588,0,0.4644,0.4297,3.527303301,3.519986585,285.4087541,NON_BLOOM,0.0347,1.06193,NON_BLOOM
1.06193,31.9,17820.75862,3.441936378,93.30798601,0,0.5434,0.4597,3.662795968,2.630591531,371.5290432,NON_BLOOM,0.0837,0.66732,NON_BLOOM
0.66732,30.165,17817.63333,2.958320446,81.72224001,0,0.5062,0.3165,3.673913294,1.482653636,368.1445133,NON_BLOOM,0.1897,4.15125,NON_BLOOM
4.15125,27.59,17816.65517,1.639840173,83.55057838,0.00001,0.5784,0.4107,3.671676194,1.660734652,303.3480028,NON_BLOOM,0.1677,1.6298,NON_BLOOM
1.6298,25.63,17492.66667,0.559055116,89.1895655,0.00042,0.5323,0.3938,3.655422983,2.557670517,192.9999145,NON_BLOOM,0.1385,1.42604,NON_BLOOM
1.42604,23.345,17210.9,0.824609791,16.78086081,0.00011,0.9813,0.9756,3.616655602,3.32687468,224.187422,NON_BLOOM,0.0057,4.07685,NON_BLOOM
4.07685,23.445,16983.2963,1.098924955,21.29267181,0.00026,0.5968,0.438,3.475692052,3.22098167,329.4708936,NON_BLOOM,0.1588,3.42751,NON_BLOOM
3.42751,23.03,16799.2,2.275305472,23.18783496,0.00079,0.5256,0.3541,3.491016049,2.617510612,390.2848934,NON_BLOOM,0.1715,2.77631,NON_BLOOM
2.77631,25.505,16740.27586,2.838411972,33.608126,0,0.7593,0.794,3.473744877,1.635294953,383.1612208,NON_BLOOM,-0.0347,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.5566,
0.5566,31.66,17743.43333,3.483242189,119.1357471,0,0.5731,0.5561,3.347718025,3.276111029,375.6453998,NON_BLOOM,0.017,0.91061,NON_BLOOM
0.91061,31.795,18009.48276,3.672723611,98.07948254,0,0.6166,0.4107,3.337165375,2.245924086,473.3872892,NON_BLOOM,0.2059,0.86362,NON_BLOOM
0.86362,30.915,18061.3,3.029614622,77.00957104,0,0.5036,0.4838,3.387293326,0.917009027,469.2797845,NON_BLOOM,0.0198,1.27494,NON_BLOOM
1.27494,27.96,17982.93103,2.263786647,48.70362291,0.00038,0.5408,0.435,3.38624636,1.310434618,377.0461081,NON_BLOOM,0.1058,1.6419,NON_BLOOM
1.6419,23.93,17238.5,0.990664509,125.240512,0.00196,0.9052,0.9354,3.511713213,2.859190833,305.6994988,NON_BLOOM,-0.0302,1.32497,NON_BLOOM
1.32497,22.57,17013.23333,1.633189948,-89.24403253,0.00082,0.9231,0.7807,3.59843938,3.702058737,406.0127689,NON_BLOOM,0.1424,2.64991,NON_BLOOM
2.64991,22.34,16877.77778,2.421315988,-27.21207895,0.00051,0.6787,0.4523,3.718267662,3.850820259,499.1229073,NON_BLOOM,0.2264,3.81488,NON_BLOOM
3.81488,22.71,16846.36667,1.903633777,31.83754075,0.00008,0.5124,0.3588,3.751992503,3.242638351,501.3265763,NON_BLOOM,0.1536,1.34259,NON_BLOOM
1.34259,25.21,16777.2069,2.847523424,56.27312525,0.00001,0.6872,0.6438,3.766448832,1.980269342,412.5333337,NON_BLOOM,0.0434,0.3785,NON_BLOOM
0.3785,29.18,16824.76667,1.926504898,49.83281249,0,0.8631,0.7466,3.77058618,2.385327837,156.1200127,NON_BLOOM,0.1165,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,1.06422,
1.06422,32.065,17755.68966,3.4945036,98.85836028,0,0.4452,0.3224,3.883342342,2.486416431,395.4914379,NON_BLOOM,0.1228,0.72638,NON_BLOOM
0.72638,29.835,17906.03333,2.121574578,102.0545603,0,0.5157,0.3901,3.818968806,1.169517054,435.2378374,NON_BLOOM,0.1256,1.52177,NON_BLOOM
1.52177,27.52,17941.44828,2.449189991,18.01304564,0.00006,0.4842,0.4209,3.817212184,1.665719106,409.7373436,NON_BLOOM,0.0633,1.24664,NON_BLOOM
1.24664,25.44,17604.66667,1.143321994,77.70012009,0.00019,0.4763,0.3844,3.719822721,2.577669598,269.2764885,NON_BLOOM,0.0919,1.34948,NON_BLOOM
1.34948,22.855,17133.4,0.778964669,-172.0822893,0.00474,0.9071,0.9002,3.687993093,3.407694317,267.7283837,NON_BLOOM,0.0069,9.61224,NON_BLOOM
9.61224,21.83,16961.92857,1.967688871,-76.29417884,0.00003,1.0312,0.9044,3.751768935,3.635493337,375.204402,NON_BLOOM,0.1268,2.29505,NON_BLOOM
2.29505,22.69,16722.16667,2.176634053,-3.759283458,0,0.5882,0.4462,3.753965033,2.883933464,467.3921343,NON_BLOOM,0.142,0.67538,NON_BLOOM
0.67538,25.22,16781.06897,2.53457102,23.27488256,0,0.7884,0.7311,3.753425658,1.970000881,443.0823968,NON_BLOOM,0.0573,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.92517,
0.92517,30.62,17445.89655,2.524761538,77.409765,0,0.387,0.4207,3.335734448,2.130977215,216.2025589,NON_BLOOM,-0.0337,5.38243,NON_BLOOM
5.38243,29.77,17581.63333,2.057890919,59.5076589,0,0.6011,0.4823,3.331494571,1.064121965,230.2177061,NON_BLOOM,0.1188,2.36309,NON_BLOOM
2.36309,26.44,17450.41379,1.161922751,-153.2100438,0.00032,0.8156,0.7882,3.335960293,1.662699654,189.1614668,NON_BLOOM,0.0274,2.56031,NON_BLOOM
2.56031,24.435,17255.16667,1.374919036,-12.58895131,0.00036,0.639,0.5588,3.388791164,2.613753155,163.2698719,NON_BLOOM,0.0802,7.09371,NON_BLOOM
7.09371,22.855,17079.96667,1.615801093,12.07773814,0.00134,0.7908,0.6555,3.388791164,3.090653585,166.4696254,NON_BLOOM,0.1353,11.32839,BLOOM
11.32839,22.565,16915.48148,1.967996085,60.54709115,0.00002,0.7754,0.5557,3.299970618,3.157324047,231.176695,BLOOM,0.2197,5.42863,NON_BLOOM
5.42863,23.64,16842.23333,2.627024177,41.18675631,0.00222,0.5822,0.4651,3.203746803,2.500369001,268.8897191,NON_BLOOM,0.1171,8.10902,NON_BLOOM
8.10902,24.745,16754.72414,2.11339124,45.54469636,0.00019,0.7427,0.6162,3.230260245,1.298757954,242.1335535,NON_BLOOM,0.1265,0.63142,NON_BLOOM
0.63142,28.82,16893.46667,2.931999579,32.11079026,0,0.8818,0.7384,3.247921424,2.078296578,165.2630188,NON_BLOOM,0.1434,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.50001,
0.50001,31.52,17883.82759,2.854000833,86.76179284,0.00001,0.4348,0.4162,3.419695913,2.403380865,401.8952627,NON_BLOOM,0.0186,0.45023,NON_BLOOM
0.45023,30.1,18185.93333,2.04287692,40.24213472,0,0.4112,0.416,3.440437432,0.939738439,492.5066494,NON_BLOOM,-0.0048,1.4439,NON_BLOOM
1.4439,27.715,17722.89655,1.506344783,72.00029258,0.00031,0.4677,0.4064,3.430005137,1.30843869,438.8796385,NON_BLOOM,0.0613,1.36323,NON_BLOOM
1.36323,24.86,17293.4,0.572331537,-77.64610004,0.00216,0.6019,0.5212,3.400573685,2.437498148,374.1626276,NON_BLOOM,0.0807,3.73804,NON_BLOOM
3.73804,23.505,17155.86667,1.739846265,22.40871305,0.00032,0.6024,0.488,3.330556448,3.067289339,347.7690617,NON_BLOOM,0.1144,2.21864,NON_BLOOM
2.21864,23.345,16995.77778,1.291330083,96.84818774,0.00188,0.5444,0.411,3.238835632,3.17682417,422.9746552,NON_BLOOM,0.1334,1.90434,NON_BLOOM
1.90434,24.405,16836,2.854076762,26.46365046,0.00057,0.7536,0.6619,3.166542624,2.454748799,459.5379631,NON_BLOOM,0.0917,1.2724,NON_BLOOM
1.2724,25.805,16802.31034,4.193379349,35.86387593,0.00001,0.7356,0.6323,3.097289446,1.49134843,313.7441168,NON_BLOOM,0.1033,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.38867,
0.38867,31.5,17593.06897,2.302044229,111.6194312,0,0.5679,0.4443,3.148533278,2.191999975,271.0779029,NON_BLOOM,0.1236,0.61026,NON_BLOOM
0.61026,30.38,17775.96667,1.958143181,60.80400003,0.00026,0.6649,0.4301,3.16665625,1.213302713,358.4991493,NON_BLOOM,0.2348,0.97535,NON_BLOOM
0.97535,27.745,17688.72414,1.172417382,-130.7138409,0,0.6556,0.4833,3.166600657,1.450788339,375.4138443,NON_BLOOM,0.1723,2.39275,NON_BLOOM
2.39275,25.085,17124.53333,1.186509069,-104.4343514,0.00011,0.6758,0.6444,3.149748309,2.510505704,357.0935874,NON_BLOOM,0.0314,1.40292,NON_BLOOM
1.40292,23.635,17087.06667,0.285575178,33.49309714,0.00085,0.7303,0.7501,3.135076504,3.264729974,360.5501383,NON_BLOOM,-0.0198,2.22384,NON_BLOOM
2.22384,22.505,17097.18519,2.366401046,45.26443746,0.00218,0.5814,0.5241,3.242017842,3.346751742,296.4533733,NON_BLOOM,0.0573,1.83253,NON_BLOOM
1.83253,23.205,16760.43333,3.27120512,35.38224805,0.00022,0.7169,0.4509,3.360346662,2.790129054,359.2225883,NON_BLOOM,0.266,1.64482,NON_BLOOM
1.64482,25.66,16708.17241,2.053924102,69.97440456,0.00002,0.6759,0.6245,3.367253352,1.75627071,319.6925707,NON_BLOOM,0.0514,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.61511,
0.61511,31.43,17414.48276,2.536830488,97.7131462,0.00001,0.5748,0.4104,3.359389102,2.179672026,386.8114311,NON_BLOOM,0.1644,0.46819,NON_BLOOM
0.46819,30.145,17598.33333,2.369140611,98.16278444,0.00012,0.5734,0.2961,3.344160411,1.094180312,332.9906602,NON_BLOOM,0.2773,0.90993,NON_BLOOM
0.90993,27.595,17656.13793,1.655006964,51.97389806,0.00066,0.4782,0.3129,3.344048273,1.444401308,220.1222474,NON_BLOOM,0.1653,1.45881,NON_BLOOM
1.45881,24.94,17264.66667,2.101815371,-109.8624569,0.00002,0.8223,0.8515,3.353484713,2.526561261,155.1009577,NON_BLOOM,-0.0292,4.19609,NON_BLOOM
4.19609,23.285,16977.56667,2.140223527,28.21775461,0.00021,0.7937,0.7193,3.389361727,3.139163127,234.2252169,NON_BLOOM,0.0744,1.457,NON_BLOOM
1.457,22.225,16980.78571,1.096074057,110.5243391,0.001,0.7142,0.6346,3.425080798,3.410066796,269.1477054,NON_BLOOM,0.0796,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.9367,
0.9367,31.74,17623.06897,2.587243544,104.6412748,0,0.6419,0.4759,3.758750254,2.696401408,400.3211804,NON_BLOOM,0.166,0.59671,NON_BLOOM
0.59671,30.9,17769.03333,1.261597316,76.39237222,0.00014,0.5518,0.4592,3.809216961,1.588711261,365.1988621,NON_BLOOM,0.0926,0.9452,NON_BLOOM
0.9452,28.275,17615.2069,0.604373915,169.2706951,0.00092,0.4849,0.3597,3.814983321,1.323141516,233.5763444,NON_BLOOM,0.1252,1.49326,NON_BLOOM
1.49326,25.33,16905.46667,1.202116299,-137.3568429,0.00191,0.6185,0.5805,3.793997155,2.500857214,283.5985495,NON_BLOOM,0.038,1.18079,NON_BLOOM
1.18079,23.445,17317.30769,0.49536874,92.69098026,0.00067,0.8414,0.8004,3.779033235,3.252646358,290.0041162,NON_BLOOM,0.041,0.8798,NON_BLOOM
0.8798,22.995,17418.5,1.869987955,51.17938358,0.00075,0.4168,0.3401,3.692406317,3.432491098,280.9815814,NON_BLOOM,0.0767,3.08997,NON_BLOOM
3.08997,23.815,17064.89474,2.637867851,45.60274881,0.00001,0.4809,0.4071,3.46521464,2.878383034,297.3674032,NON_BLOOM,0.0738,0.88173,NON_BLOOM
0.88173,24.915,16826,2.816328712,44.10731133,0.00143,0.6724,0.5358,3.473487081,1.752803508,282.3466783,NON_BLOOM,0.1366,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.3319,
0.3319,30.93,17588.06897,5.036304549,119.8849215,0.00001,0.9793,0.7665,3.206563473,2.895355116,246.7191716,NON_BLOOM,0.2128,0.44399,NON_BLOOM
0.44399,30.52,17644.58621,3.031637517,86.92544195,0,0.7378,0.5343,3.089657366,2.292787605,316.0649112,NON_BLOOM,0.2035,0.68442,NON_BLOOM
0.68442,29.74,17785.96667,2.168921656,31.95947927,0,0.5972,0.4885,2.997256037,1.311187174,328.4313905,NON_BLOOM,0.1087,0.95788,NON_BLOOM
0.95788,27.435,17504.32143,0.890198755,149.872567,0.00202,0.7248,0.4906,2.984911012,1.197186807,255.1857911,NON_BLOOM,0.2342,2.8747,NON_BLOOM
2.8747,25,17444.76667,1.135511527,-102.7300548,0.00007,0.3219,0.2373,3.004321887,2.158474899,185.1341137,NON_BLOOM,0.0846,1.6073,NON_BLOOM
1.6073,22.685,17279.43333,1.433531749,-126.518138,0.00215,0.7128,0.7376,3.09094466,3.029172971,159.1526169,NON_BLOOM,-0.0248,1.38455,NON_BLOOM
1.38455,22.11,17054.55556,0.717564679,-140.7146207,0.00104,0.688,0.6147,3.199101735,3.246242272,237.751247,NON_BLOOM,0.0733,4.14138,NON_BLOOM
4.14138,22.875,16827.56667,1.310126414,96.72693241,0.00215,0.6045,0.5538,3.289494299,2.787465122,311.2265682,NON_BLOOM,0.0507,1.2307,NON_BLOOM
1.2307,26.095,16669.39286,2.156649925,54.42043484,0.00005,0.8641,0.7588,3.241502004,1.955698227,308.4481676,NON_BLOOM,0.1053,0.40154,NON_BLOOM
0.40154,29.01,16850.63333,3.09862201,48.36357576,0,0.7802,0.7102,3.281958786,2.404196707,270.0496155,NON_BLOOM,0.07,,NON_BLOOM
,,,,,,,,,,,,,,
,,,,,,,,,,,,,,
,,,,,,,,,,,,,0.48077,
